"","rent","size","lift","balcony","terrace","is_house","slope","highway","rail_stati","sun_eve","X","Y"
"380",1053,70,0,1,0,0,0.070176,0,1.216,350.12,708206,236043
"381",2100,72,0,0,0,0,0.03739,0,0.158,212.43,682330,249855
"382",770,60,1,1,0,0,0.002214,0,0.859,220,698809,260846
"383",1450,70,1,1,0,0,0.013224,0,0.878,235.93,689873,253217
"384",1750,95,0,0,0,0,0.05488,0,0.597,51.8,681470,242268
"385",1920,111,0,0,0,0,0.027511,0,1.085,242.67,683445,253745
"386",2147,116,0,0,0,0,0.033375,0,1.29,225.85,681740,253255
"387",1950,105,0,1,0,0,0.059173,0,2.232,175.85,689319,246323
"388",1390,70,1,1,0,0,0.035355,0,0.206,212.51,702491,241623
"389",3500,191,1,0,0,0,0.038743,0,3.863,220.04,684026,260630
"390",998,60,0,1,0,0,0.019312,0,1.275,203.73,694849,262757
"391",1990,75,1,1,0,0,0.004084,0,0.307,220,681672,247095
"392",1740,72,1,1,0,0,0.027045,0,1.214,187.05,678960,248335
"393",2110,108,1,0,0,0,0.039559,0,0.049,319.4,697919,265755
"394",1972,111,1,1,0,0,0.01609,0,0.812,204.29,689163,253610
"395",3230,175,1,0,0,0,0.07511,0,0.335,208.75,699478,232834
"396",1614,102,1,1,0,0,0.006441,0,0.728,248.19,692790,249133
"397",1680,102,0,0,0,0,0.066087,0,0.869,108.1,676619,258819
"398",1610,103,0,0,0,0,0.005621,0,1.603,244.25,693565,249550
"399",1210,95,0,1,0,0,0.093041,0,0.536,213.47,701807,262164
"400",1583,95,0,0,0,0,0.051668,1,1.736,329.97,673177,252714
"401",1451,90,1,1,0,0,0.03025,0,1.284,217.95,701502,240694
"402",2059,80,1,1,0,0,0.011427,0,1.093,234.37,682545,263218
"403",2270,115,0,1,0,0,0.033272,0,0.876,208.56,688835,253635
"404",2150,131,1,1,0,0,0.008841,0,0.54,259.28,686526,256525
"405",2310,122,0,1,0,0,0.038868,0,1.881,168.03,699573,241865
"406",1889,110,0,1,0,0,0.024581,0,0.76,279.07,689859,252844
"407",1975,112,0,1,0,0,0.111398,0,2.323,73.84,690863,245087
"408",1320,72,0,0,0,0,0.030338,0,0.409,184.77,683720,251455
"409",1130,51,0,0,0,0,0.112421,0,0.57,483.6,697375,251385
"410",2020,75,1,0,0,0,0.067701,0,0.547,92.5,681940,240109
"411",4300,200,1,1,0,0,0.065544,0,0.451,80.73,681960,240231
"412",2100,95,0,1,0,0,0.07397,0,0.817,188.48,696078,261517
"413",4600,173,1,1,0,0,0.069853,0,0.298,104.58,682655,244895
"414",6200,203,1,1,0,0,0.069853,0,0.298,104.58,682655,244895
"415",720,25,1,0,0,0,0.007758,0,0.308,222.64,694123,253798
"416",1500,55,0,0,0,0,0.026053,0,0.627,225.85,682210,245375
"417",1460,76,0,1,0,0,0.032508,0,1.664,299.98,692683,254185
"418",1640,70,0,1,0,0,0.010447,0,0.413,232.05,689805,250680
"419",1180,68,0,0,0,0,0.014881,0,1.331,213.78,682467,262990
"420",1370,85,0,0,0,0,0.096933,0,1.019,83.9,676536,258693
"421",1385,88,0,0,0,0,0.049802,0,0.342,240.61,685699,255366
"422",1450,84,0,0,0,0,0.061331,0,1.815,286.16,677014,256358
"423",1470,72,0,0,0,0,0.033527,0,0.552,128.19,682410,245070
"424",1525,84,0,0,0,0,0.044306,0,0.841,120.38,701497,233684
"425",1615,88,0,0,0,0,0.0194,0,0.391,219.24,686034,256138
"426",1643,78,0,0,0,0,0.004588,0,0.418,218.53,672505,250863
"427",1490,73,0,0,0,0,0.02362,0,1.248,277.93,683360,250560
"428",1590,75,0,0,0,0,0.002922,0,0.44,242,692410,249212
"429",1580,92,0,0,0,0,0.002205,0,0.973,242,677603,255388
"430",1530,97,0,0,0,0,0.048942,0,1.833,278.83,677033,256320
"431",1870,110,0,0,0,0,0.001867,0,0.932,242,677695,255381
"432",1850,118,0,0,0,0,0.011606,0,0.382,262.97,678165,254844
"433",1971,108,0,0,0,0,0.002638,0,0.957,242,677577,255358
"434",2225,128,0,0,0,0,0.011606,0,0.382,262.97,678165,254844
"435",2085,110,0,0,0,0,0.011262,1,0.534,230.5,684245,253520
"436",5550,192,0,0,0,0,0.131125,0,1.313,451.26,684320,248785
"437",1670,80,0,0,0,0,0.061869,0,0.814,263.53,675602,257008
"438",2361,162,1,0,0,0,0.045027,0,0.323,330,677494,233234
"439",2100,111,1,1,0,0,0.017241,0,0.257,242.83,676267,250105
"440",1150,53,0,1,0,0,0.056496,0,1.65,316.9,677154,251569
"441",1350,70,1,1,0,0,0.006221,0,0.792,237,688188,250125
"442",2179,127,1,1,0,0,0.01609,0,0.812,204.29,689163,253610
"443",2750,210,0,0,0,0,0.062023,0,2.269,151.75,690737,245160
"444",1350,72,0,1,0,0,0.020916,0,0.765,204.58,694190,254265
"445",2400,92,1,1,0,0,0.037838,0,0.797,114.55,687770,234368
"446",2950,157,0,0,0,0,0.02158,0,1.244,281.23,696148,257662
"447",1906,94,0,0,0,0,0.05048,0,0.827,341.7,686825,256710
"448",2198,129,0,1,0,0,0.05048,0,0.827,341.7,686825,256710
"449",1270,50,1,1,0,0,0.012326,0,0.443,262.47,686796,256199
"450",2300,131,0,1,0,0,0.034358,0,1.633,307.02,692713,254175
"451",2210,95,0,0,0,0,0.012163,0,1.067,241.5,688010,251655
"452",1960,110,1,1,0,0,0.00696,0,0.136,236.57,699004,261787
"453",2095,72,0,0,0,0,0.055137,0,0.843,370.4,683825,248665
"454",1125,40,0,0,0,0,0.007946,0,0.493,205.57,681797,246818
"455",2170,80,0,1,0,0,0.012417,0,0.425,186.82,681780,246620
"456",1250,60,0,1,0,0,0.032368,0,1.162,161.95,678140,249425
"457",2417,125,1,0,0,0,0.01351,0,1.109,208.2,682370,252190
"458",2967,144,1,0,0,0,0.01351,0,1.109,208.2,682370,252190
"459",1168,55,0,0,0,0,0.004005,0,1.257,205.09,685880,251430
"460",5750,180,0,1,0,0,0.003662,0,0.44,244.74,683441,247732
"461",1660,80,0,1,0,0,0.019808,0,0.646,209.08,682147,255959
"462",1270,80,0,0,0,0,0.016724,0,0.64,210.75,706600,235000
"463",2114,75,0,0,0,0,0.003021,0,0.631,232.72,682265,249070
"464",2110,118,0,0,0,0,0.029418,0,0.499,167.06,693101,231719
"465",1145,65,0,1,0,0,0.053142,0,2.407,263.26,675563,243299
"466",2030,90,1,1,0,0,0.014649,0,0.515,216.04,680781,247109
"467",1782,90,0,1,0,0,0.07838,0,0.116,92.31,680708,258230
"468",1575,90,0,1,0,0,0.054592,0,2.408,164.32,690858,245232
"469",2400,80,1,1,0,0,0.082436,0,1.29,380.02,684490,248130
"470",835,42,1,0,0,0,0.010761,0,0.278,228.71,683187,252421
"471",4580,210,0,0,0,1,0.052538,1,0.383,350.3,689750,242710
"472",1779,100,0,0,0,0,0.006553,0,0.617,232.34,682955,251510
"473",1520,82,1,0,0,0,0.033198,0,0.66,184.15,680396,259470
"474",1260,60,0,1,1,0,0.006696,0,1.016,241.07,688377,250479
"475",1233,74,0,0,0,0,0.080724,1,0.898,364.66,685521,254310
"476",1422,94,0,0,0,0,0.080724,1,0.898,364.66,685521,254310
"477",1422,93,0,1,0,0,0.080724,1,0.898,364.66,685521,254310
"478",1454,57,0,0,0,0,0.003731,0,0.143,220,682215,247085
"479",7200,272,1,0,0,0,0.004844,0,0.457,218.11,682840,246805
"480",1750,117,0,0,0,0,0.051066,0,2.01,293.45,677209,256368
"481",4300,145,1,1,0,0,0.098459,0,1.67,358.03,680270,250860
"482",1900,102,0,0,1,0,0.031992,0,0.456,190.4,682609,256057
"483",1550,63,0,1,0,0,0.07833,0,1.533,91.05,681970,251705
"484",1330,80,0,1,0,0,0.012549,0,0.613,255.61,686974,256214
"485",2000,90,0,0,0,0,0.06325,0,1.526,152.19,689021,234436
"486",1550,86,1,1,1,0,0.004483,0,0.921,220.52,686966,263206
"487",1350,63,0,0,0,0,0.01981,0,1.236,235.55,683265,253955
"488",1374,60,0,1,0,0,0.038451,0,1.245,269.1,683265,253845
"489",1818,96,0,0,0,0,0.014895,0,0.678,268.31,692683,249246
"490",2094,129,0,0,0,0,0.003288,0,0.23,242,693986,247215
"491",1910,80,0,0,0,0,0.092443,0,0.112,0,681442,241196
"492",2950,117,1,1,0,0,0.038719,0,1.112,222.87,682765,240921
"493",2200,135,1,1,0,0,0.022213,0,1.746,187.36,697178,236891
"494",1618,103,1,0,0,0,0.10463,0,1.268,484.08,685849,253263
"495",1770,116,1,0,0,0,0.03275,0,0.908,240.4,707375,234535
"496",1596,80,1,1,0,0,0.014805,0,0.928,265.73,686220,252503
"497",2500,83,0,1,0,0,0.06623,0,1.645,351.55,685150,247870
"498",1233,74,0,1,0,0,0.080724,1,0.898,364.66,685521,254310
"499",1554,89,0,0,0,0,0.009139,0,0.228,209.31,680754,258523
"500",1720,90,0,1,0,0,0.025481,0,0.995,197.83,688210,252354
"501",1550,91,0,1,0,0,0.035481,0,0.282,229.82,697307,233191
"502",1758,90,1,1,0,0,0.019297,0,0.894,176.83,671938,250695
"503",1700,85,0,1,0,0,0.089705,0,1.341,327.85,687705,246125
"504",1980,111,1,1,0,0,0.017241,0,0.257,242.83,676267,250105
"505",1281,60,0,0,0,0,0.049917,0,0.62,285.85,687599,252159
"506",3300,150,0,0,0,1,0.007171,0,2.097,231.66,694052,251408
"507",4000,155,1,0,0,0,0.074343,0,0.348,346.81,682287,246852
"508",1550,92,0,0,0,0,0.034983,0,1.337,142.57,685751,265107
"509",1888,120,0,0,0,0,0.013803,0,0.87,161.32,672053,250803
"510",2500,212,1,1,0,0,0.075268,0,1.155,111.49,712519,236101
"511",1925,83,0,0,0,0,0.012365,0,0.259,211.34,683620,251570
"512",5100,130,1,1,0,0,0.004501,0,0.241,191.6,682685,246655
"513",4100,200,1,1,0,0,0.063803,0,0.488,54.9,681845,240134
"514",1380,77,1,0,0,0,0.018545,0,0.405,222.61,677184,259239
"515",1755,104,0,1,0,0,0.026723,0,2.677,183.81,674137,235022
"516",1380,82,0,1,0,0,0.092554,0,0.437,85.34,676325,260108
"517",1500,90,0,1,0,0,0.058319,0,1.078,220.44,694531,261956
"518",5100,130,1,0,0,0,0.004501,0,0.241,191.6,682685,246655
"519",2044,119,1,1,0,0,0.039422,0,0.502,165.5,679650,247000
"520",1200,77,0,0,0,0,0.017823,0,1.166,267.49,686338,257164
"521",1250,80,0,0,0,0,0.048932,0,2.324,322.02,674374,235300
"522",1385,69,0,0,0,0,0.025389,0,0.934,257.58,682770,253290
"523",1500,86,0,0,0,0,0.066087,0,0.869,108.1,676619,258819
"524",1620,100,0,0,0,0,0.026831,0,0.175,238.91,676471,236563
"525",1920,101,0,0,0,0,0.002922,0,0.44,242,692410,249212
"526",2010,120,1,1,0,0,0.009586,0,0.627,269.22,693916,263042
"527",2300,128,0,0,0,0,0.037139,0,1.844,283.86,677335,256220
"528",2700,152,0,0,0,0,0.039497,0,1.811,247.35,687550,246610
"529",2700,172,0,1,0,0,0.045156,0,4.5,322.44,689440,229458
"530",3050,134,0,0,0,0,0.056441,0,1.524,344.38,676168,247629
"531",1993,110,0,1,0,0,0.021437,0,0.725,253.1,681315,258811
"532",1800,85,1,0,0,0,0.019953,0,0.996,290.3,685616,254228
"533",1584,85,0,1,0,0,0.046399,0,2.444,133.93,689587,246369
"534",2150,108,1,0,0,0,0.039432,0,0.479,154.23,682552,256024
"535",3300,151,1,0,0,0,0.039432,0,0.479,154.23,682552,256024
"536",3150,142,1,0,0,0,0.039432,0,0.479,154.23,682552,256024
"537",2900,134,0,0,0,1,0.050563,0,1.15,285.16,679046,243851
"538",1295,74,1,1,0,0,0.025316,0,1.226,298.89,686247,257216
"539",1842,85,1,1,0,0,0.037898,0,1.188,259.98,687314,253146
"540",1710,90,0,1,0,0,0.031578,0,1.016,192.74,688211,252309
"541",2350,110,0,1,0,0,0.031426,0,0.775,165.43,702448,240939
"542",2500,130,1,1,0,0,0.002413,0,0.663,235,696850,262561
"543",1480,80,0,1,0,0,0.047419,0,1.052,193.62,672650,255549
"544",1500,80,0,1,1,0,0.00697,0,0.428,253.84,697044,244945
"545",1536,81,0,1,0,0,0.038908,0,1.787,267.82,677137,251755
"546",1580,73,0,0,0,0,0.019787,0,0.828,204.71,675552,244886
"547",2200,160,0,1,0,0,0.014827,0,0.995,265,690015,253190
"548",1850,115,1,0,0,0,0.017775,0,0.707,270.41,706673,239482
"549",1550,68,0,0,0,0,0.025302,0,0.494,260.27,689267,237560
"550",4500,146,1,0,0,0,0.00229,0,0.397,242,681700,249060
"551",1410,86,0,0,0,0,0.005209,0,0.976,209.1,671986,251341
"552",3734,150,0,0,0,0,0.13719,0,0.626,382.73,691493,236753
"553",4200,129,0,0,0,0,0.024449,0,0.469,297.3,684301,246556
"554",2200,100,1,0,0,0,0.03054,0,0.621,305.38,677503,233642
"555",2260,110,0,0,0,0,0.004741,0,0.389,219.25,681550,247130
"556",1590,73,0,0,0,0,0.002756,0,0.679,242,689419,251279
"557",2400,144,1,1,0,0,0.03054,0,0.621,305.38,677503,233642
"558",3200,160,1,1,0,0,0.03054,0,0.621,305.38,677503,233642
"559",3500,144,1,0,0,0,0.03054,0,0.621,305.38,677503,233642
"560",1100,55,0,0,0,0,0.031883,0,0.954,167.07,685535,237884
"561",1245,82,0,0,0,0,0.043243,0,0.107,237.3,696397,238354
"562",1643,80,0,0,0,0,0.020601,0,1.441,272.13,677561,255872
"563",1751,85,0,0,0,0,0.025161,0,2.076,271.39,678669,251921
"564",1991,103,1,1,0,0,0.001723,0,0.739,177,681892,241852
"565",3250,166,0,0,0,0,0.01046,0,0.561,254.65,678319,254961
"566",1620,95,1,1,0,0,0.011128,0,0.938,188.31,682554,240987
"567",2080,103,0,1,0,0,0.027909,0,0.36,316.87,675982,236768
"568",2080,103,0,0,0,0,0.027909,0,0.36,316.87,675982,236768
"569",1480,65,0,1,0,0,0.006187,0,0.623,238.82,675497,245085
"570",1580,90,0,1,0,0,0.006187,0,0.623,238.82,675497,245085
"571",1018,50,0,1,0,0,0.048257,0,2.64,161.49,697431,236014
"572",2800,150,1,0,0,0,0.067459,0,1.041,362.14,678588,253641
"573",2900,90,0,0,0,1,0.024413,0,1.222,305.85,699640,250141
"574",1641,90,0,0,0,0,0.03862,0,1.729,162.46,680971,264271
"575",1659,96,1,1,0,0,0.072968,0,1.753,368.5,693317,225748
"576",1716,80,1,1,0,0,0.011159,0,0.109,236.76,686382,256107
"577",1471,90,0,0,0,0,0.074589,0,1.575,266.66,676729,251744
"578",1800,75,0,1,0,0,0.035212,0,2.626,201.09,675193,252764
"579",1995,82,1,0,0,0,0.049641,0,0.284,292.95,682020,249750
"580",711,35,1,1,0,0,0.083046,0,1.306,107.71,678010,249705
"581",1350,65,0,1,0,0,0.072048,0,1.499,243.45,687765,246275
"582",1650,82,0,1,0,0,0.018342,0,0.704,266.09,688766,250294
"583",3900,112,0,0,0,0,0.080104,0,0.365,405.54,687249,240462
"584",2800,144,0,0,0,0,0.05533,0,0.645,368.74,697330,245061
"585",4700,167,0,1,0,0,0.062893,0,0.197,155.3,682499,246697
"586",3650,128,1,0,0,0,0.038719,0,1.112,222.87,682765,240921
"587",2050,72,1,1,0,0,0.019324,0,0.088,275.88,676251,236527
"588",1550,80,0,1,0,0,0.012618,0,0.663,269.53,675559,245056
"589",1090,53,0,0,0,0,0.017212,0,0.32,279.78,699146,249385
"590",1607,92,0,0,0,0,0.031758,0,0.703,299.66,677059,246052
"591",5650,160,0,0,0,0,0.052916,0,0.58,359.25,687605,245370
"592",1410,71,0,0,0,0,0.001435,0,0.643,228,696777,262543
"593",1445,82,0,0,0,0,0.01031,0,0.493,242.33,676716,236865
"594",1645,103,0,0,0,0,0.059273,0,1.129,147.44,694496,254589
"595",1690,90,0,1,0,0,0.03391,0,0.814,235.14,697484,233718
"596",1530,72,0,1,0,0,0.014827,0,0.995,265,690015,253190
"597",2195,80,0,1,0,0,0.051234,0,0.134,124.39,682580,244660
"598",2102,104,0,1,0,0,0.027909,0,0.36,316.87,675982,236768
"599",5100,200,0,0,0,1,0.051511,0,1.178,331.56,696077,234459
"600",6700,270,0,0,0,1,0.079541,0,0.642,387.64,689441,242361
"601",2600,90,1,0,0,0,0.024931,0,1.091,299.22,684945,246485
"602",1745,80,0,1,0,0,0.073082,0,1.697,346.2,679570,251175
"603",686,26,0,0,0,0,0.012453,0,0.78,255.15,684075,252990
"604",1340,59,1,1,0,0,0.039858,0,0.344,148.07,679780,246835
"605",1330,66,0,1,0,0,0.011485,0,0.66,247,687010,256252
"606",2100,85,0,1,0,0,0.093915,0,0.787,128.26,688295,234685
"607",3953,161,1,1,0,0,0.074299,0,1.047,295.45,682911,242445
"608",1925,96,1,0,0,0,0.038828,0,0.894,225.72,704191,243232
"609",2225,112,1,0,0,0,0.038828,0,0.894,225.72,704191,243232
"610",4500,118,1,1,0,0,0.146094,0,1.279,481.84,684295,248760
"611",1380,64,0,1,1,0,0.005783,1,1.623,241.51,685430,251590
"612",1590,50,0,0,0,0,0.002315,0,0.787,220,682350,247985
"613",2250,116,1,1,0,0,0.009977,1,0.518,225.44,684188,253586
"614",2320,116,1,0,0,0,0.009977,1,0.518,225.44,684188,253586
"615",1230,61,0,0,0,0,0.018273,0,0.672,167.95,672098,250538
"616",2250,140,0,1,0,0,0.04863,0,0.744,353.69,677911,233320
"617",1349,61,0,1,0,0,0.019057,0,1.24,231.12,683260,253970
"618",1830,120,0,0,0,0,0.039961,0,1.181,283.23,686308,265165
"619",2170,122,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"620",2330,140,1,1,0,0,0.007673,0,0.375,229.21,702327,242074
"621",2440,140,1,0,0,0,0.007673,0,0.375,229.21,702327,242074
"622",2025,117,0,0,0,0,0.012182,0,0.582,220.67,673878,261368
"623",1725,110,0,1,0,0,0.015055,0,0.875,246.42,697555,245016
"624",1640,105,1,0,0,0,0.019442,0,0.399,264.09,675588,256391
"625",1425,97,1,0,0,0,0.019442,0,0.399,264.09,675588,256391
"626",1594,75,0,1,0,0,0.098955,0,0.274,31.46,681583,241096
"627",1980,120,0,1,1,0,0.082928,0,1.543,285.21,673247,255157
"628",1225,65,0,0,0,0,0.033622,0,1.326,276.96,676960,251309
"629",2382,100,0,1,0,0,0.094465,0,2.293,300.61,678315,252204
"630",1550,80,0,0,0,0,0.001344,0,0.83,220,682370,248110
"631",1860,80,1,0,0,0,0.051493,0,1.772,272.7,678965,251240
"632",900,37,0,0,0,0,0.014638,0,1.674,197,685555,251155
"633",2500,180,0,0,0,1,0.010034,0,0.79,228.41,683890,253220
"634",1760,72,0,1,0,0,0.009077,0,0.996,244.06,688396,250174
"635",1780,72,0,1,0,0,0.009077,0,0.996,244.06,688396,250174
"636",1900,86,0,1,0,0,0.00628,0,0.999,232.83,688399,250221
"637",2600,85,1,0,1,0,0.036497,0,0.814,134.94,684415,241014
"638",1300,76,0,0,0,0,0.005921,0,0.158,219.96,694345,253563
"639",1571,80,0,0,0,0,0.020414,0,1.449,274.57,677535,255872
"640",1330,60,0,1,0,0,0.007612,0,0.955,183.25,682610,240890
"641",2750,143,1,1,0,0,0.09057,0,1.197,454.08,677124,237468
"642",1712,90,0,1,0,0,0.004931,0,1.178,263.36,682802,263126
"643",1556,95,1,1,0,0,0.023599,0,0.6,289.23,679713,259749
"644",2250,128,1,0,0,0,0.067163,0,1.133,443.18,685812,254017
"645",2600,85,1,0,0,0,0.036497,0,0.814,134.94,684415,241014
"646",4950,160,1,1,0,0,0.161034,0,0.651,332.11,698950,232848
"647",2440,112,1,1,0,0,0.004259,0,0.795,228.15,686900,263313
"648",2950,160,1,1,0,0,0.012032,0,0.992,269.19,687372,256200
"649",4380,127,0,0,0,0,0.085299,0,0.377,424.53,686374,242448
"650",2155,114,1,1,0,0,0.012085,0,0.475,262.1,703700,243043
"651",1710,103,1,1,0,0,0.008519,0,0.623,250.15,696338,245707
"652",1900,96,0,1,0,0,0.009077,0,0.996,244.06,688396,250174
"653",1644,85,0,0,0,0,0.048606,0,1.831,290.6,673187,252808
"654",1980,105,0,0,0,0,0.012206,0,0.638,221.75,681159,258827
"655",1820,83,0,0,0,0,0.003881,0,1.395,201.8,685850,251210
"656",1700,100,0,0,0,0,0.002714,0,0.22,220,672698,250912
"657",1980,100,1,1,0,0,0.067701,0,0.547,92.5,681940,240109
"658",1314,76,0,1,0,0,0.021063,0,0.614,213.22,682799,255964
"659",2500,140,0,0,0,1,0.011151,0,0.617,254.46,707216,234794
"660",1143,79,0,1,0,0,0.052633,0,1.249,141.81,694586,254688
"661",2600,120,1,0,0,0,0.003543,0,0.471,242,697263,261811
"662",3200,132,1,0,0,0,0.056822,0,1.209,119.35,678425,248665
"663",1870,90,0,0,0,0,0.016747,0,0.895,264.41,686222,252442
"664",1980,110,0,0,0,0,0.009912,0,0.317,233.1,689634,255215
"665",2565,130,0,0,0,0,0.016747,0,0.895,264.41,686222,252442
"666",1594,75,0,1,0,0,0.098955,0,0.274,31.46,681583,241096
"667",1260,74,0,0,0,0,0.079213,0,0.371,117.37,693986,253803
"668",2100,135,0,1,0,0,0.031426,0,0.775,165.43,702448,240939
"669",1690,89,0,0,0,0,0.017696,0,0.75,254.69,683137,264910
"670",2900,178,0,0,0,1,0.054685,0,0.442,124.26,676595,259778
"671",2144,106,1,1,0,0,0.02427,0,0.687,298.69,688745,250393
"672",1450,105,0,1,0,0,0.084685,0,1.456,360.29,697936,244431
"673",2900,75,0,0,0,0,0.031413,0,0.397,186.3,682664,246862
"674",1625,76,0,0,0,0,0.075363,0,1.991,385.45,678975,251620
"675",1880,97,0,0,0,0,0.019028,1,1.356,210.51,673839,249786
"676",1700,99,1,1,0,0,0.004259,0,0.795,228.15,686900,263313
"677",950,22,0,0,0,0,0.068228,0,0.385,370.2,686288,241985
"678",1400,72,0,0,0,0,0.012153,0,1.538,198.29,679337,242249
"679",1400,85,0,0,0,0,0.042535,0,1.194,260.69,707408,234246
"680",1682,92,0,0,0,0,0.004342,0,0.454,238.81,691657,248999
"681",1724,92,0,0,0,0,0.004361,0,0.543,238.9,691558,248926
"682",1570,104,0,0,0,0,0.039702,0,0.708,138.24,676704,258957
"683",1813,103,0,0,0,0,0.015747,0,3.02,214.43,690428,246385
"684",2090,97,0,0,0,0,0.076802,0,1.282,398.65,677599,231646
"685",1450,88,0,0,0,0,0.038181,0,2.254,172.64,690066,245686
"686",2030,111,0,0,0,0,0.051074,0,1.176,327.26,676508,247232
"687",1195,50,1,0,0,0,0.011958,0,0.81,256.56,683181,263648
"688",1650,95,1,1,0,0,0.041557,0,0.569,293.03,682766,263735
"689",1322,73,0,1,0,0,0.030356,0,2.046,191.19,688678,233403
"690",4264,154,0,1,0,0,0.111378,0,1.603,373.23,685145,247810
"691",3535,125,0,0,0,0,0.105883,0,1.199,438.72,684300,248578
"692",738,25,0,0,0,0,0.007286,0,0.452,205.8,681450,247345
"693",1303,89,0,0,0,0,0.007692,0,0.462,235.66,706012,239238
"694",1350,94,0,0,0,0,0.074572,0,0.914,115.26,693052,230969
"695",765,29,0,0,0,0,0.003833,0,0.519,215.98,682395,247710
"696",2018,144,0,1,0,0,0.069403,0,1.167,131.24,675168,259582
"697",1490,84,0,1,0,0,0.041042,0,1.753,166.46,680947,264277
"698",1180,69,0,0,0,0,0.01603,0,1.295,205.46,682463,263027
"699",1350,71,0,0,0,0,0.003102,0,1.135,242.47,688690,249714
"700",1850,101,0,0,0,0,0.010274,0,0.552,254.43,700141,262810
"701",1960,96,0,0,0,0,0.004362,0,1.183,217.43,688658,249678
"702",2000,111,0,0,0,0,0.032223,0,0.615,250.95,675498,256838
"703",1850,101,0,0,0,0,0.005271,0,0.54,249.45,700137,262756
"704",1865,99,0,0,0,0,0.003256,0,1.145,230.96,688760,249651
"705",2670,138,0,0,0,0,0.003216,0,1.143,237.08,688728,249676
"706",2020,117,0,0,0,0,0.003216,0,1.143,237.08,688728,249676
"707",1918,125,0,0,0,0,0.006051,0,0.936,248.28,686153,252398
"708",1195,70,0,0,0,0,0.032845,0,0.118,253.15,696384,238317
"709",1890,79,0,0,0,0,0.05275,0,0.446,373.39,689379,243429
"710",1450,89,0,0,0,0,0.048834,0,0.996,265.01,675790,257103
"711",2135,130,0,0,0,0,0.002922,0,0.44,242,692410,249212
"712",1236,52,0,0,0,0,0.003605,0,0.798,249.77,689670,251351
"713",1476,70,0,0,0,0,0.081087,0,0.914,107.35,690326,233868
"714",1721,91,0,0,0,0,0.014484,0,0.634,249.29,692583,249310
"715",4730,143,0,0,0,0,0.162002,0,1.209,570.55,684075,248935
"716",2450,125,0,1,0,0,0.076962,0,1.806,321.83,677048,251837
"717",1650,95,0,1,0,0,0.013748,0,0.456,224.19,694047,253930
"718",2200,130,0,0,0,0,0.053145,1,0.022,132.96,692280,241990
"719",2660,180,0,0,0,1,0.034187,0,2.146,307.47,703664,264936
"720",3000,160,1,1,0,0,0.009303,0,0.411,219,678990,249230
"721",2145,100,0,0,0,0,0.015607,0,0.745,260.44,684035,252990
"722",1915,115,0,1,0,0,0.02315,0,0.771,282.86,681318,258871
"723",1211,62,0,1,0,0,0.015314,0,0.792,219.17,694205,254292
"724",3230,178,1,1,0,0,0.036293,0,1.466,265.06,676467,251719
"725",2055,118,1,1,0,0,0.038354,0,0.781,321.69,703917,243779
"726",2120,119,0,1,0,0,0.038354,0,0.781,321.69,703917,243779
"727",2880,153,0,1,0,0,0.038354,0,0.781,321.69,703917,243779
"728",1400,95,0,0,0,0,0.006385,0,1.143,242,694647,262959
"729",1300,65,0,0,0,0,0.00773,0,0.742,255.32,699733,248986
"730",1420,85,0,0,0,0,0.033131,0,0.973,170.48,676625,258702
"731",2450,70,0,0,0,0,0.012267,0,0.965,268.3,684465,245905
"732",1780,92,0,1,0,0,0.085668,0,0.604,13.89,681905,240032
"733",2185,79,0,1,0,0,0.061778,0,0.767,384.48,686605,245760
"734",1650,84,0,1,0,0,0.068925,0,1.152,393.37,701802,242739
"735",12000,330,0,0,0,0,0.055357,0,0.165,175.11,682453,246658
"736",1163,67,0,0,0,0,0.148901,0,0.594,18.5,681625,242385
"737",1568,60,0,0,0,0,0.020869,0,1.189,164.32,682506,243264
"738",1850,128,0,0,0,0,0.024588,0,1.114,198.56,687417,253033
"739",2690,136,0,0,0,0,0.005072,0,0.852,242,683545,253440
"740",1332,75,1,0,0,0,0.041007,0,0.935,219.86,677131,237028
"741",2400,130,0,0,0,0,0.045155,0,1.532,326.41,692803,254129
"742",1680,50,1,1,0,0,0.199277,0,2.258,496.68,672429,253208
"743",2680,180,1,1,0,0,0.014939,0,1.474,247.15,700872,234045
"744",1950,118,1,0,0,0,0.075268,0,1.155,111.49,712519,236101
"745",1492,103,0,1,0,0,0.002826,0,0.721,244.18,700254,262396
"746",2750,110,0,0,0,0,0.028974,0,0.072,184.24,693530,231682
"747",2190,100,0,1,0,0,0.025957,0,1.581,134.5,685415,265150
"748",1550,80,0,1,0,0,0.009693,0,0.465,260.6,685159,253723
"749",2450,130,1,1,0,0,0.067701,0,0.547,92.5,681940,240109
"750",1200,60,0,1,0,0,0.005904,0,0.083,232.96,675202,256383
"751",2397,105,0,0,0,0,0.016841,0,0.609,285.43,698760,249660
"752",2206,105,1,1,0,0,0.109926,0,0.255,321.84,686649,255943
"753",2250,90,1,0,0,0,0.07026,0,1.357,381.47,684555,248167
"754",1530,70,0,1,0,0,0.018475,0,1.211,203.46,682290,251740
